Date;Time;Temp_C;Hum;Press_Bar;TempCabine_C;Charge;SR_Wm2;WindPeak_ms;WindSpeed_Inst;WindSpeed_Avg;WindDir_Inst;WindDir_Avg;Estacao
27/06/2025;10:00;24.73;50.81;1011.37;21.78;12.59;506.34;8.45;0.32;8.18;46.78;173.42;A;
27/06/2025;10:10;20.82;51.69;1015.12;27.54;12.95;411.7;9.97;0.67;6.95;60.91;252.25;A;
27/06/2025;10:20;16.02;39.86;1013.21;19.78;12.6;261.12;8.6;0.71;8.83;73.25;36.68;A;
27/06/2025;10:30;18.64;86.66;1015.57;26.73;12.84;487.05;3.96;1.18;2.02;299.55;298.75;A;
27/06/2025;10:40;27.41;79.15;1013.62;28.32;13.17;734.47;5.64;6.61;9.24;158.46;207.97;A;
27/06/2025;10:50;28.32;80.53;1013.61;22.99;12.76;483.46;0.16;6.14;0.26;224.05;206.5;A;
27/06/2025;11:00;19.45;42.6;1022.01;12.38;12.93;378.54;4.16;1.08;4.41;134.47;227.48;A;
27/06/2025;11:10;9.6;49.48;1015.88;24.78;13.19;364.26;8.63;5.48;2.97;122.01;198.41;A;
27/06/2025;11:20;18.33;47.16;1011.09;16.33;13.17;671.07;7.62;1.86;4.68;296.3;12.91;A;
27/06/2025;11:30;26.61;37.34;1019.62;23.89;12.5;404.11;10.15;3.1;7.52;209.11;333.22;A;
27/06/2025;11:40;24.06;41.87;1013.83;28.47;13.0;829.84;7.31;6.48;6.09;346.57;150.01;A;
27/06/2025;11:50;19.95;30.73;1009.54;28.27;12.71;529.81;0.73;2.51;2.13;117.64;194.18;A;
27/06/2025;12:00;9.86;33.16;1010.44;28.7;12.84;142.56;0.02;2.97;7.67;202.8;180.78;A;
27/06/2025;12:10;20.94;30.15;1011.79;24.57;12.84;781.15;9.32;2.2;0.63;296.84;191.76;A;
27/06/2025;12:20;31.35;57.2;1018.42;17.8;13.1;115.8;6.99;1.77;4.38;115.35;34.95;A;
27/06/2025;12:30;29.35;69.78;1021.8;16.14;13.1;380.94;4.15;5.55;6.63;328.38;321.68;A;
27/06/2025;12:40;26.32;89.28;1014.55;18.26;12.69;94.21;3.08;6.9;2.36;114.26;123.72;A;
27/06/2025;12:50;17.59;82.35;1006.47;29.05;12.76;30.55;9.96;0.97;8.68;222.97;289.44;A;
27/06/2025;13:00;19.85;44.03;1010.69;26.8;13.11;484.57;6.6;6.73;6.18;158.77;205.59;A;
27/06/2025;13:10;26.28;66.51;1019.12;30.52;13.01;183.17;3.82;0.47;0.46;114.71;302.12;A;
27/06/2025;13:20;22.4;87.76;1014.1;18.21;12.58;171.45;3.55;3.96;5.13;290.55;283.69;A;
27/06/2025;13:30;17.85;58.01;1013.38;23.16;13.16;242.6;5.21;6.67;9.21;88.93;334.66;A;
27/06/2025;13:40;17.67;39.27;1008.21;23.33;13.08;870.81;10.77;1.7;4.98;348.38;137.99;A;
27/06/2025;13:50;29.8;70.41;1023.41;24.01;12.73;280.66;6.73;2.78;1.16;202.66;71.71;A;
27/06/2025;14:00;26.1;42.94;1009.98;28.11;12.65;306.51;10.96;4.35;7.68;74.03;237.64;A;
27/06/2025;14:10;26.43;89.89;1021.47;20.22;12.59;524.52;6.46;7.66;8.04;115.8;242.24;A;
27/06/2025;14:20;26.24;76.41;1017.2;20.94;12.89;236.55;2.78;4.15;9.69;306.37;268.22;A;
27/06/2025;14:30;21.07;73.34;1006.65;22.76;13.17;537.12;3.6;3.27;1.91;318.75;261.87;A;
27/06/2025;14:40;14.74;34.97;1013.38;24.46;13.17;798.48;10.07;2.96;8.54;237.21;348.52;A;
27/06/2025;14:50;17.03;57.36;1022.97;27.73;12.77;557.41;4.23;5.6;1.9;214.31;246.35;A;
27/06/2025;15:00;23.93;60.86;1005.25;24.02;12.93;771.97;9.82;0.08;9.58;346.92;169.62;A;
27/06/2025;15:10;22.72;39.75;1007.14;26.84;13.04;506.27;2.16;1.41;9.54;243.6;283.23;A;
27/06/2025;15:20;13.77;41.36;1024.36;24.39;12.84;209.42;9.5;2.31;1.16;266.67;274.95;A;
27/06/2025;15:30;23.93;61.35;1021.44;19.35;12.99;580.56;11.74;5.67;3.24;330.99;272.12;A;
27/06/2025;15:40;19.7;84.18;1021.42;25.52;12.61;699.57;8.77;3.61;8.53;228.69;188.15;A;
27/06/2025;15:50;20.84;32.55;1015.8;15.22;12.79;344.56;7.24;0.8;9.32;127.86;249.96;A;
27/06/2025;16:00;15.7;40.82;1016.29;28.99;12.95;806.17;9.74;5.68;4.84;97.11;67.35;A;
27/06/2025;16:10;24.66;64.72;1017.79;19.39;12.9;36.39;3.71;0.82;8.29;183.51;332.74;A;
27/06/2025;16:20;18.72;74.8;1023.32;25.52;12.52;152.6;6.55;9.5;5.9;281.46;293.93;A;
27/06/2025;16:30;23.25;70.74;1008.5;27.33;12.94;410.26;5.88;4.31;3.05;118.21;148.07;A;
27/06/2025;16:40;19.07;57.31;1012.49;22.28;13.1;487.29;0.6;0.07;3.95;318.49;151.43;A;
27/06/2025;16:50;22.88;33.24;1020.67;23.25;12.99;671.25;4.24;1.39;8.51;215.17;7.76;A;
27/06/2025;17:00;22.99;85.3;1020.6;19.07;13.03;810.77;6.8;6.95;4.32;286.89;138.77;A;
27/06/2025;17:10;24.22;78.49;1009.82;23.57;12.83;817.11;4.75;9.8;6.18;85.86;31.38;A;
27/06/2025;17:20;17.02;30.87;1015.54;21.69;12.93;520.42;7.31;5.05;9.44;136.53;198.34;A;
27/06/2025;17:30;25.93;33.63;1007.23;26.21;12.53;635.15;10.09;4.51;8.43;96.02;358.74;A;
27/06/2025;17:40;27.1;54.47;1006.95;22.87;12.77;886.25;4.06;8.06;1.93;325.62;258.74;A;
27/06/2025;17:50;9.88;66.96;1012.52;22.86;13.07;809.39;7.48;3.49;3.08;274.86;306.23;A;
27/06/2025;18:00;26.12;40.13;1018.34;27.06;12.58;378.14;1.5;3.23;7.86;188.36;310.82;A;
27/06/2025;18:10;25.95;59.1;1010.01;23.01;12.86;305.04;0.62;2.95;4.78;243.33;143.42;A;
27/06/2025;18:20;19.75;50.77;1019.04;23.48;13.03;862.9;0.09;4.95;9.89;284.01;273.61;A;
27/06/2025;18:30;31.84;73.16;1004.73;24.26;12.65;685.32;3.87;4.9;3.93;180.17;254.61;A;
27/06/2025;18:40;20.81;46.82;1022.32;29.33;12.65;756.56;10.05;0.83;4.62;276.98;65.62;A;
27/06/2025;18:50;29.43;78.79;1020.56;25.44;12.57;377.22;7.73;5.35;1.63;221.6;9.71;A;
27/06/2025;19:00;23.47;88.65;1013.69;31.04;12.93;426.65;5.24;1.77;6.16;65.66;341.91;A;
27/06/2025;19:10;23.35;79.99;1008.36;25.42;12.73;212.67;8.14;6.95;2.98;13.11;232.89;A;
27/06/2025;19:20;14.42;64.37;1013.44;20.97;12.98;456.55;1.52;1.56;9.55;82.69;173.73;A;
27/06/2025;19:30;15.81;60.2;1021.25;26.43;12.74;509.22;9.9;7.23;0.4;6.87;316.35;A;
27/06/2025;19:40;25.76;83.54;1010.6;29.79;12.65;198.99;1.94;0.98;4.67;134.89;292.37;A;
27/06/2025;19:50;22.61;54.85;1012.8;26.93;12.91;763.87;10.63;0.91;8.63;184.29;14.85;A;
27/06/2025;20:00;31.73;51.73;1019.25;31.38;12.57;189.41;1.33;1.57;9.31;320.33;109.54;A;
27/06/2025;20:10;20.41;37.16;1020.47;20.98;12.77;771.77;5.35;5.78;2.4;125.1;32.03;A;
27/06/2025;20:20;13.78;72.25;1006.29;21.13;12.85;113.74;3.42;4.39;0.98;41.37;296.34;A;
27/06/2025;20:30;24.91;81.62;1012.12;23.36;13.15;139.81;11.4;6.64;4.69;23.52;188.6;A;
27/06/2025;20:40;20.61;69.7;1018.43;22.95;13.01;495.35;3.71;7.47;2.21;204.3;330.86;A;
27/06/2025;20:50;25.1;33.72;1012.49;24.66;12.86;284.55;0.87;0.89;3.6;96.7;129.44;A;
27/06/2025;21:00;30.01;59.74;1012.77;29.84;12.95;734.82;0.7;5.27;5.83;268.27;273.72;A;
27/06/2025;21:10;18.94;70.12;1014.64;22.62;12.79;134.89;7.05;1.82;4.98;9.47;43.71;A;
27/06/2025;21:20;18.38;67.68;1009.83;32.79;13.14;328.43;10.25;0.46;6.26;125.05;175.28;A;
27/06/2025;21:30;23.8;69.92;1012.07;33.26;12.79;285.42;11.41;2.22;8.63;75.23;23.55;A;
27/06/2025;21:40;23.86;53.83;1029.48;24.21;12.98;513.08;5.5;2.55;4.14;242.04;56.67;A;
27/06/2025;21:50;11.75;48.83;1009.29;29.03;12.73;728.02;7.53;4.09;2.57;45.37;46.86;A;
27/06/2025;22:00;21.36;30.79;1015.03;22.55;13.07;643.99;11.49;3.09;8.52;238.6;272.99;A;
27/06/2025;22:10;16.4;86.02;1015.42;27.51;13.09;173.9;6.35;1.03;6.51;132.41;156.1;A;
27/06/2025;22:20;30.1;52.5;1015.65;26.03;12.91;623.3;10.04;6.03;5.25;74.98;262.75;A;
27/06/2025;22:30;23.05;66.84;1016.95;17.57;12.65;603.8;1.86;9.4;3.06;350.65;109.76;A;
27/06/2025;22:40;20.08;56.23;1016.82;28.07;13.09;676.16;3.11;4.87;4.41;84.41;242.29;A;
27/06/2025;22:50;23.0;71.92;1011.05;18.5;12.61;51.71;8.13;2.46;5.28;24.04;299.9;A;
27/06/2025;23:00;16.2;48.5;1013.04;22.3;13.16;232.9;6.56;3.23;1.56;55.69;204.68;A;
27/06/2025;23:10;19.62;51.71;1020.2;18.87;12.88;389.05;5.07;5.7;8.75;162.23;198.6;A;
27/06/2025;23:20;18.39;41.3;1010.74;20.59;12.86;450.47;0.58;6.31;3.07;126.53;168.61;A;
27/06/2025;23:30;25.18;58.91;1017.07;21.2;13.09;593.94;8.38;7.21;5.93;140.96;285.81;A;
27/06/2025;23:40;21.94;61.22;1009.27;21.04;13.09;327.37;1.9;4.22;7.88;165.35;251.59;A;
27/06/2025;23:50;19.01;50.86;1011.61;27.31;12.72;727.96;2.84;0.18;1.75;216.41;95.01;A;
28/06/2025;00:00;23.73;65.84;1020.7;20.03;12.69;150.97;6.74;0.22;9.97;40.6;226.07;A;
28/06/2025;00:10;24.34;46.15;1017.72;22.16;12.97;747.66;3.95;7.53;9.29;90.15;43.84;A;
28/06/2025;00:20;20.83;75.28;1014.87;29.95;13.0;243.18;5.55;3.52;7.4;307.84;214.98;A;
28/06/2025;00:30;15.51;57.57;1015.18;28.95;12.58;419.34;9.41;7.71;1.92;184.2;152.88;A;
28/06/2025;00:40;25.37;83.09;1013.44;30.02;13.05;750.33;2.29;2.87;6.71;266.02;201.52;A;
28/06/2025;00:50;29.52;50.01;1016.6;23.3;13.12;492.19;11.47;3.99;6.33;158.97;197.93;A;
28/06/2025;01:00;22.87;67.14;1008.11;21.25;12.67;769.71;10.7;8.36;3.16;103.66;11.12;A;
28/06/2025;01:10;14.25;72.34;1015.31;25.65;12.82;12.15;3.77;7.18;0.16;197.08;336.82;A;
28/06/2025;01:20;17.22;42.94;1012.57;20.53;12.55;711.04;8.88;1.44;1.02;250.22;135.76;A;
28/06/2025;01:30;14.11;45.87;1015.76;27.38;12.71;778.34;0.88;7.07;0.29;155.75;287.59;A;
28/06/2025;01:40;15.32;48.98;1014.56;18.84;12.62;629.99;8.85;4.07;6.15;136.92;323.99;A;
28/06/2025;01:50;18.14;42.83;1015.76;20.53;13.01;251.0;4.69;7.38;4.98;152.68;56.23;A;
28/06/2025;02:00;9.07;44.21;1019.28;17.12;12.52;478.41;2.34;3.88;7.77;240.82;206.1;A;
28/06/2025;02:10;25.18;39.15;1020.54;20.04;13.06;113.55;9.83;5.38;7.78;105.04;69.64;A;
28/06/2025;02:20;16.3;83.64;1019.35;20.96;12.58;440.76;3.33;5.0;2.4;112.95;35.86;A;
28/06/2025;02:30;14.03;34.87;1021.2;18.65;12.68;469.12;4.3;7.67;7.88;218.48;156.29;A;
28/06/2025;02:40;30.42;60.13;1017.1;26.91;12.81;207.9;3.17;5.91;8.48;317.39;210.11;A;
28/06/2025;02:50;12.65;63.35;1015.96;32.52;12.97;687.27;1.0;1.09;9.98;82.99;50.63;A;
28/06/2025;03:00;20.51;83.26;1015.29;26.11;12.79;418.12;3.99;5.65;0.11;97.82;49.43;A;
28/06/2025;03:10;32.69;58.46;1016.95;17.56;12.77;884.26;2.69;4.86;1.66;282.41;249.62;A;
28/06/2025;03:20;20.27;71.81;1015.27;27.4;12.55;466.86;6.75;9.95;5.4;254.53;252.16;A;
28/06/2025;03:30;27.45;45.43;1017.19;21.93;13.05;42.43;5.69;2.46;1.02;272.98;336.54;A;
28/06/2025;03:40;21.39;73.02;997.99;21.74;12.91;130.6;1.89;7.42;7.18;279.88;300.0;A;
28/06/2025;03:50;21.77;61.82;1013.95;30.31;12.73;441.05;4.38;1.26;4.42;249.27;267.55;A;
28/06/2025;04:00;16.37;36.42;1021.94;25.01;13.12;283.53;8.01;1.2;2.66;356.68;203.67;A;
28/06/2025;04:10;10.23;39.74;1019.15;24.35;12.66;521.79;2.35;2.8;3.11;179.77;51.33;A;
28/06/2025;04:20;19.55;51.55;1011.65;24.51;13.16;893.41;5.37;2.48;7.72;53.1;7.75;A;
28/06/2025;04:30;19.16;43.14;1020.02;22.93;12.58;585.85;4.92;8.51;5.16;56.28;134.75;A;
28/06/2025;04:40;21.56;44.31;1019.68;22.24;12.79;730.84;3.3;6.17;7.38;322.23;40.72;A;
28/06/2025;04:50;23.98;71.79;1023.0;24.74;12.66;221.02;8.61;3.73;5.68;106.44;130.62;A;
28/06/2025;05:00;16.43;48.69;1008.11;28.08;12.63;423.21;7.16;1.04;2.24;175.92;215.47;A;
28/06/2025;05:10;18.79;62.87;1019.4;18.39;13.12;323.77;10.05;4.37;2.71;239.17;163.3;A;
28/06/2025;05:20;12.83;68.31;1021.96;19.14;12.57;491.7;7.95;7.72;1.8;320.99;0.28;A;
28/06/2025;05:30;20.55;82.96;1017.32;20.76;13.05;580.77;1.9;0.42;0.51;62.88;5.18;A;
28/06/2025;05:40;22.05;73.67;1007.59;20.54;12.84;898.64;10.17;0.1;5.85;274.75;119.13;A;
28/06/2025;05:50;18.85;68.84;1019.97;21.53;12.54;896.02;2.96;6.79;9.27;138.32;258.6;A;
28/06/2025;06:00;23.26;82.57;1014.83;26.94;13.05;615.4;6.77;6.96;6.36;256.17;316.4;A;
28/06/2025;06:10;16.33;49.69;1018.24;25.47;12.69;329.06;0.55;2.72;5.17;17.11;358.39;A;
28/06/2025;06:20;11.13;49.9;1015.77;22.92;12.8;209.63;7.87;6.73;4.98;41.02;288.44;A;
28/06/2025;06:30;25.07;70.77;1014.25;21.63;12.95;263.97;8.88;0.29;4.44;185.33;96.19;A;
28/06/2025;06:40;23.63;54.19;1015.48;22.08;13.05;57.76;10.96;3.41;3.38;86.51;65.57;A;
28/06/2025;06:50;35.28;83.98;1006.64;19.64;12.86;742.14;8.01;4.49;8.45;261.33;58.34;A;
28/06/2025;07:00;15.67;81.5;1009.98;22.74;12.95;271.78;2.89;6.85;4.42;172.82;17.64;A;
28/06/2025;07:10;12.92;89.44;1013.86;21.77;13.13;506.49;2.66;1.77;0.9;224.9;103.3;A;
28/06/2025;07:20;17.41;68.56;1007.25;26.27;12.64;590.48;3.64;1.91;8.25;178.1;127.82;A;
28/06/2025;07:30;21.97;42.77;1015.9;18.89;12.66;495.23;3.42;4.07;8.99;207.36;246.62;A;
28/06/2025;07:40;22.06;32.7;1021.34;23.88;13.02;896.99;1.41;4.68;2.77;335.5;327.38;A;
28/06/2025;07:50;36.01;56.23;1011.85;16.83;13.11;394.78;8.33;0.26;1.12;276.18;47.51;A;
28/06/2025;08:00;29.39;76.86;1013.87;18.6;12.89;151.22;7.3;7.12;8.68;174.29;286.44;A;
28/06/2025;08:10;14.28;41.65;1017.11;29.06;13.11;31.58;11.25;6.46;5.53;21.33;329.97;A;
28/06/2025;08:20;34.46;42.75;1010.96;26.07;12.83;435.77;9.9;9.66;6.2;357.96;138.91;A;
28/06/2025;08:30;26.13;30.74;1019.33;21.01;12.73;227.93;5.4;6.57;5.51;234.99;196.32;A;
28/06/2025;08:40;15.67;82.89;1025.69;19.72;12.6;299.43;1.21;0.55;1.86;10.96;337.21;A;
28/06/2025;08:50;16.89;76.36;1012.89;22.49;12.92;271.49;11.78;9.64;7.06;0.29;171.93;A;
28/06/2025;09:00;20.06;86.62;1023.98;22.5;12.94;641.02;5.4;6.74;8.28;315.47;105.79;A;
28/06/2025;09:10;23.34;51.36;1014.87;15.47;12.71;806.09;3.19;6.76;9.81;340.73;301.79;A;
28/06/2025;09:20;18.5;34.17;1021.72;13.51;13.11;759.96;5.85;9.37;2.01;137.74;224.31;A;
28/06/2025;09:30;23.92;36.26;1016.39;9.07;12.68;810.73;3.74;1.49;7.17;12.69;333.96;A;
28/06/2025;09:40;24.11;30.6;1017.23;20.74;12.76;223.38;10.36;0.85;2.49;288.13;6.96;A;
28/06/2025;09:50;25.3;61.81;1015.99;23.33;12.56;460.53;4.33;8.62;0.23;186.44;76.47;A;
28/06/2025;10:00;15.77;84.91;1012.62;18.03;12.61;574.26;3.5;1.76;5.04;184.23;142.15;A;
28/06/2025;10:10;23.81;61.2;1016.15;25.02;12.62;690.84;7.03;7.92;9.61;328.79;201.08;A;
28/06/2025;10:20;21.8;88.92;1016.64;26.79;12.8;177.14;3.55;9.45;8.69;59.91;66.09;A;
28/06/2025;10:30;18.83;62.15;1020.24;27.15;12.85;589.78;4.24;0.66;3.29;267.35;39.1;A;
28/06/2025;10:40;31.46;66.36;1019.85;21.96;12.94;109.14;1.04;8.24;6.31;268.99;45.28;A;
28/06/2025;10:50;17.62;35.21;1007.08;22.69;13.06;371.44;10.01;5.88;3.9;260.62;69.36;A;
28/06/2025;11:00;26.41;61.1;1012.3;22.13;12.91;722.32;11.85;7.1;3.73;77.66;286.74;A;
28/06/2025;11:10;23.11;48.26;1015.09;23.65;12.79;231.42;9.8;0.45;6.32;107.74;278.34;A;
28/06/2025;11:20;28.8;54.25;1013.92;27.05;13.07;732.93;2.14;5.09;5.82;345.08;103.67;A;
28/06/2025;11:30;29.5;87.97;1015.61;22.39;12.63;14.19;2.91;4.32;4.71;67.56;214.66;A;
28/06/2025;11:40;24.11;34.41;1017.98;25.43;12.8;312.43;2.02;2.87;3.38;299.69;168.39;A;
28/06/2025;11:50;22.38;87.69;1014.63;26.05;13.11;789.69;1.63;6.98;1.78;324.7;144.89;A;
28/06/2025;12:00;23.23;71.25;1018.31;29.53;13.01;458.2;0.28;0.32;6.89;127.71;124.56;A;
28/06/2025;12:10;21.48;33.45;1023.46;19.34;12.8;559.73;9.3;1.24;1.98;16.58;25.97;A;
28/06/2025;12:20;26.18;74.06;1014.91;22.05;13.08;176.5;9.44;0.83;2.81;138.48;205.73;A;
28/06/2025;12:30;20.3;86.01;1009.74;19.93;13.08;769.52;8.65;5.71;6.63;349.32;55.66;A;
28/06/2025;12:40;26.05;72.68;1014.92;19.8;12.93;15.76;11.61;5.3;5.69;261.71;7.7;A;
28/06/2025;12:50;14.1;78.13;1015.41;22.8;12.79;248.68;0.16;8.37;7.62;199.81;108.78;A;
28/06/2025;13:00;17.19;40.27;1015.66;26.52;12.92;588.99;6.71;9.79;7.97;6.7;273.82;A;
28/06/2025;13:10;23.15;53.31;1018.73;27.56;12.82;465.81;6.2;9.5;8.19;132.36;185.11;A;
28/06/2025;13:20;27.64;45.2;1014.55;26.11;12.9;548.08;3.31;3.96;1.26;269.23;179.83;A;
28/06/2025;13:30;18.53;58.11;1009.46;19.97;13.0;535.91;6.27;4.52;3.18;307.05;219.61;A;
28/06/2025;13:40;22.93;63.7;1009.81;23.77;12.77;455.06;6.54;1.78;0.24;282.41;215.44;A;
28/06/2025;13:50;30.01;82.52;1024.17;29.58;13.16;659.73;7.08;5.45;1.57;39.94;43.53;A;
28/06/2025;14:00;19.03;54.98;1011.69;28.96;12.68;503.52;6.15;4.17;6.32;68.73;305.71;A;
28/06/2025;14:10;19.96;72.53;1016.06;23.75;12.59;253.65;2.19;7.26;4.88;227.75;98.17;A;
28/06/2025;14:20;22.47;76.3;1009.88;23.84;12.8;279.97;1.8;7.32;3.76;102.84;188.01;A;
28/06/2025;14:30;27.72;39.48;1006.23;19.62;13.07;345.77;9.24;1.86;6.21;245.33;78.94;A;
28/06/2025;14:40;20.0;43.37;1018.8;21.73;12.84;350.92;10.62;0.94;0.52;333.63;345.56;A;
28/06/2025;14:50;8.53;82.13;1018.52;20.86;12.7;543.01;7.84;4.38;5.19;88.17;327.46;A;
28/06/2025;15:00;19.85;44.28;1013.6;23.74;12.68;806.29;5.91;5.97;2.34;73.76;40.43;A;
28/06/2025;15:10;23.64;65.7;1014.7;27.68;12.95;770.88;0.82;2.75;4.97;349.22;122.97;A;
28/06/2025;15:20;16.67;40.66;1001.45;15.71;12.94;704.63;9.72;1.25;2.46;106.98;233.79;A;
28/06/2025;15:30;24.24;47.83;1015.73;25.27;12.96;592.27;0.96;2.59;5.86;25.59;100.64;A;
28/06/2025;15:40;22.81;85.74;1014.5;33.57;12.67;730.51;3.49;2.88;2.79;66.74;149.63;A;
28/06/2025;15:50;26.25;44.72;1017.57;23.86;12.97;191.46;6.62;6.18;2.93;206.05;140.77;A;
28/06/2025;16:00;5.77;55.57;1012.56;26.27;12.52;2.67;2.93;4.4;0.44;79.15;70.57;A;
28/06/2025;16:10;18.21;76.5;1012.56;22.51;12.88;347.39;3.91;3.32;6.46;219.87;175.53;A;
28/06/2025;16:20;19.96;44.16;1016.16;24.13;12.88;196.78;9.49;2.06;2.54;100.49;242.37;A;
28/06/2025;16:30;29.35;86.75;1011.25;27.59;12.95;721.78;0.4;5.69;4.52;56.42;249.9;A;
28/06/2025;16:40;26.18;79.16;1014.8;27.17;12.94;57.8;9.68;3.01;8.01;336.8;331.28;A;
28/06/2025;16:50;22.02;73.81;1008.64;27.07;12.78;80.6;10.83;5.97;6.03;259.54;183.36;A;
28/06/2025;17:00;17.06;75.12;1018.48;18.52;12.54;417.82;9.55;3.34;1.61;19.43;2.08;A;
28/06/2025;17:10;26.43;38.18;1018.26;28.15;13.06;788.91;11.79;6.03;4.08;204.0;19.44;A;
28/06/2025;17:20;21.95;52.47;1016.63;26.27;12.73;411.34;5.02;2.49;2.56;269.61;226.13;A;
28/06/2025;17:30;29.36;72.31;1018.88;22.4;13.15;487.65;1.63;0.12;1.23;179.38;296.49;A;
28/06/2025;17:40;34.13;76.47;1006.1;15.19;13.11;102.0;0.5;8.14;7.0;145.47;269.31;A;
28/06/2025;17:50;17.37;89.71;1019.4;19.69;12.71;652.36;0.3;3.98;2.26;289.47;44.72;A;
28/06/2025;18:00;9.47;51.13;1015.55;17.89;13.2;384.92;11.5;7.37;1.54;95.63;100.59;A;
28/06/2025;18:10;25.43;47.05;1011.87;24.17;12.93;309.31;2.75;3.19;4.65;241.8;79.11;A;
28/06/2025;18:20;14.75;34.86;1010.75;28.27;12.82;374.75;9.04;5.04;0.2;43.02;301.02;A;
28/06/2025;18:30;20.06;31.14;1018.08;19.21;12.51;162.14;2.9;4.11;7.18;333.41;96.46;A;
28/06/2025;18:40;18.45;60.61;1020.79;18.34;12.87;665.16;11.67;9.81;1.78;220.82;266.64;A;
28/06/2025;18:50;27.04;60.37;1025.89;26.1;12.77;810.82;2.72;5.7;8.25;313.37;100.97;A;
28/06/2025;19:00;23.67;85.31;1018.46;25.29;12.63;71.41;10.17;1.53;3.73;96.56;216.64;A;
28/06/2025;19:10;23.51;60.96;1019.57;31.68;12.51;816.7;6.97;4.9;0.94;162.24;337.67;A;
28/06/2025;19:20;14.31;80.26;1009.37;21.5;12.87;272.52;2.7;4.57;4.79;315.0;54.88;A;
28/06/2025;19:30;24.39;68.13;1014.53;20.16;12.99;567.65;4.48;1.33;3.35;234.75;237.7;A;
28/06/2025;19:40;11.32;39.1;1011.24;24.6;12.53;499.27;10.26;5.34;3.69;292.4;45.59;A;
28/06/2025;19:50;21.11;40.13;1015.42;31.94;13.0;164.73;5.32;2.57;1.27;104.11;293.83;A;
28/06/2025;20:00;26.47;88.26;1018.3;30.33;13.03;831.35;0.35;3.29;6.29;171.77;354.95;A;
28/06/2025;20:10;26.92;80.62;1003.34;20.15;12.72;858.47;11.23;9.85;2.76;224.86;155.16;A;
28/06/2025;20:20;27.38;78.23;1021.49;25.0;13.15;230.03;6.5;2.03;4.14;315.67;171.26;A;
28/06/2025;20:30;23.35;48.97;1013.58;19.04;12.97;672.27;0.34;7.82;8.74;345.14;223.37;A;
28/06/2025;20:40;16.68;75.37;1009.58;26.7;12.8;648.49;8.45;3.31;1.6;326.81;275.15;A;
28/06/2025;20:50;21.82;35.12;1011.76;28.37;12.78;321.3;10.12;1.24;0.11;64.82;159.15;A;
28/06/2025;21:00;29.55;66.0;1017.82;21.54;12.54;304.76;5.08;8.26;8.43;286.63;227.16;A;
28/06/2025;21:10;17.21;56.45;1018.7;25.44;13.04;699.73;8.93;1.47;0.87;245.92;290.63;A;
28/06/2025;21:20;12.45;62.36;1012.37;21.25;12.91;750.15;11.09;2.16;8.63;221.71;165.19;A;
28/06/2025;21:30;24.19;76.34;1015.11;20.02;12.87;754.81;9.03;9.43;9.4;52.02;196.58;A;
28/06/2025;21:40;19.85;41.46;1008.77;21.88;13.19;397.42;9.5;4.25;5.41;265.28;124.22;A;
28/06/2025;21:50;27.11;60.7;1013.15;22.96;13.11;580.84;1.82;0.99;9.96;161.7;23.68;A;
28/06/2025;22:00;18.81;77.02;1015.8;21.37;12.82;825.53;9.38;5.9;8.24;336.69;44.01;A;
28/06/2025;22:10;31.87;68.82;1005.47;22.68;12.79;398.99;8.18;0.17;7.08;272.84;232.93;A;
28/06/2025;22:20;34.72;76.62;1006.92;23.7;12.78;188.09;9.74;7.91;5.12;210.19;108.65;A;
28/06/2025;22:30;24.51;57.16;1014.46;20.75;12.85;565.9;0.37;9.31;9.66;272.23;197.34;A;
28/06/2025;22:40;18.66;76.65;1012.96;28.67;13.02;29.19;8.13;2.4;2.31;103.93;10.22;A;
28/06/2025;22:50;14.0;87.15;1007.24;14.33;12.68;667.35;7.1;5.64;1.3;66.99;275.69;A;
28/06/2025;23:00;24.32;44.96;1004.68;21.53;13.08;588.29;0.73;9.69;5.31;276.8;280.39;A;
28/06/2025;23:10;24.81;45.86;1012.5;24.44;12.72;369.97;6.7;6.0;8.17;43.06;258.19;A;
28/06/2025;23:20;33.6;49.7;1011.31;28.88;13.09;460.03;6.71;0.98;7.45;88.28;106.45;A;
28/06/2025;23:30;9.72;72.2;1019.51;26.83;12.99;238.08;10.2;3.64;3.76;65.12;267.07;A;
28/06/2025;23:40;28.77;70.07;1013.32;25.45;12.58;421.22;8.53;9.28;4.35;312.29;328.57;A;
28/06/2025;23:50;11.35;43.26;1018.93;25.76;13.07;407.57;8.77;1.45;1.84;78.63;42.16;A;
29/06/2025;00:00;12.97;45.1;1020.21;22.63;13.16;710.75;1.73;6.95;7.84;115.57;304.0;A;
29/06/2025;00:10;21.43;35.94;1018.87;24.34;13.18;147.54;8.57;9.41;6.44;14.91;17.52;A;
29/06/2025;00:20;22.25;69.89;1020.94;24.76;12.97;386.54;11.23;8.49;4.78;297.73;28.81;A;
29/06/2025;00:30;21.49;64.6;1014.4;18.11;12.66;111.28;11.93;2.49;0.7;26.4;266.58;A;
29/06/2025;00:40;25.68;43.04;1017.54;27.89;13.01;429.74;6.49;2.68;3.13;153.97;264.74;A;
29/06/2025;00:50;7.85;58.33;1024.25;24.57;13.15;439.44;2.09;6.45;3.89;109.13;308.41;A;
29/06/2025;01:00;20.62;47.54;1017.87;29.0;12.91;806.25;4.61;9.64;7.08;278.32;184.16;A;
